	0
"lemma_""sorption"""	41121
"form_""polyphosphate"""	41122
"form_""repel"""	41123
"lemma_""repel"""	41124
"form_""repelled"""	41125
"form_""negatively"""	41126
"lemma_""negatively"""	41127
"form_""evolved"""	41128
"form_""desorption"""	41129
"lemma_""desorption"""	41130
"form_""pp."""	41131
"lemma_""pp."""	41132
"form_""1746"""	41133
"lemma_""1746"""	41134
"form_""1748"""	41135
"lemma_""1748"""	41136
"form_""Freed"""	41137
"form_""flocculation"""	41138
"lemma_""flocculation"""	41139
"form_""constituent"""	41140
"form_""synergistic"""	41141
"lemma_""synergistic"""	41142
"form_""interrelated"""	41143
"lemma_""interrelated"""	41144
"form_""antiredeposition"""	41145
"lemma_""antiredeposition"""	41146
"form_""isomers"""	41147
"lemma_""isomers"""	41148
"form_""photoelectronic"""	41149
"lemma_""photoelectronic"""	41150
"form_""practicability"""	41151
"lemma_""practicability"""	41152
"form_""reconnaissance"""	41153
"lemma_""reconnaissance"""	41154
"form_""tracers"""	41155
"lemma_""tracer"""	41156
"form_""radiography"""	41157
"lemma_""radiography"""	41158
"form_""Cascading"""	41159
"lemma_""cascading"""	41160
"form_""coupling"""	41161
"lemma_""coupling"""	41162
"form_""lens"""	41163
"lemma_""lens"""	41164
"form_""Channel"""	41165
"lemma_""Channel"""	41166
"form_""emission"""	41167
"lemma_""emission"""	41168
"form_""intensifier"""	41169
"lemma_""intensifier"""	41170
"form_""Image"""	41171
"form_""multipactor"""	41172
"lemma_""multipactor"""	41173
"form_""Transmission"""	41174
"form_""multiplication"""	41175
"lemma_""multiplication"""	41176
"form_""intensifiers"""	41177
"form_""TSEM"""	41178
"lemma_""tsem"""	41179
"lemma_""cascade"""	41180
"form_""obtainable"""	41181
"lemma_""obtainable"""	41182
"form_""restricts"""	41183
"lemma_""TSEM"""	41184
"form_""aberrations"""	41185
"form_""dynodes"""	41186
"lemma_""dynode"""	41187
"form_""tolerated"""	41188
"form_""Cascaded"""	41189
"form_""magnification"""	41190
"lemma_""magnification"""	41191
"form_""curvature"""	41192
"lemma_""curvature"""	41193
"form_""defocusing"""	41194
"lemma_""defocuse"""	41195
"form_""interstage"""	41196
"lemma_""interstage"""	41197
"form_""coupler"""	41198
"lemma_""coupler"""	41199
"form_""solenoid"""	41200
"lemma_""solenoid"""	41201
"form_""bulky"""	41202
"lemma_""bulky"""	41203
"lemma_""defocusing"""	41204
"form_""couplers"""	41205
"form_""paraxial"""	41206
"lemma_""paraxial"""	41207
"form_""double-"""	41208
"lemma_""double-"""	41209
"form_""multi-"""	41210
"lemma_""multi-"""	41211
"form_""quantum"""	41212
"lemma_""quantum"""	41213
"form_""input"""	41214
"lemma_""input"""	41215
"form_""constructional"""	41216
"lemma_""constructional"""	41217
"form_""Measured"""	41218
"form_""fig"""	41219
"lemma_""fig"""	41220
"form_""focusing"""	41221
"form_""concentric"""	41222
"lemma_""concentric"""	41223
"form_""cathode"""	41224
"lemma_""cathode"""	41225
"form_""anode"""	41226
"lemma_""anode"""	41227
"form_""pierced"""	41228
"lemma_""pierce"""	41229
"lemma_""elongate"""	41230
"form_""terminated"""	41231
"form_""phosphor"""	41232
"lemma_""phosphor"""	41233
"form_""photoelectrons"""	41234
"lemma_""photoelectron"""	41235
"form_""emitted"""	41236
"lemma_""emit"""	41237
"form_""aperture"""	41238
"lemma_""aperture"""	41239
"form_""cathodoluminescent"""	41240
"lemma_""cathodoluminescent"""	41241
"form_""cylindrical"""	41242
"lemma_""cylindrical"""	41243
"form_""electrode"""	41244
"lemma_""electrode"""	41245
"form_""codetermines"""	41246
"lemma_""codetermine"""	41247
"form_""photocathode"""	41248
"lemma_""photocathode"""	41249
"form_""configuration"""	41250
"form_""flattening"""	41251
"form_""biconcave"""	41252
"lemma_""biconcave"""	41253
"form_""planoconcave"""	41254
"lemma_""planoconcave"""	41255
"form_""substrates"""	41256
"form_""sensitivities"""	41257
"form_""V"""	41258
"lemma_""V"""	41259
"form_""subscripts"""	41260
"lemma_""subscript"""	41261
"form_""Theoretical"""	41262
"form_""amp"""	41263
"lemma_""amp"""	41264
"form_""volts"""	41265
"lemma_""volt"""	41266
"form_""watt"""	41267
"lemma_""watt"""	41268
"form_""spectral"""	41269
"lemma_""spectral"""	41270
"form_""normalized"""	41271
"lemma_""normalize"""	41272
"form_""visibility"""	41273
"lemma_""visibility"""	41274
"form_""Efficiency"""	41275
"form_""optics"""	41276
"lemma_""optic"""	41277
"form_""N.A."""	41278
"lemma_""N.A."""	41279
"form_""Fresnel"""	41280
"lemma_""fresnel"""	41281
"form_""I.L."""	41282
"lemma_""i.l."""	41283
"form_""F.R."""	41284
"lemma_""f.r."""	41285
"form_""Settled"""	41286
"form_""phosphors"""	41287
"form_""4.6"""	41288
"lemma_""4.6"""	41289
"form_""refraction"""	41290
"lemma_""refraction"""	41291
"form_""photosensitive"""	41292
"lemma_""photosensitive"""	41293
"form_""SbCs"""	41294
"lemma_""sbc"""	41295
"form_""interface"""	41296
"form_""0.95"""	41297
"lemma_""0.95"""	41298
"form_""coatings"""	41299
"form_""deviations"""	41300
"form_""cross-section"""	41301
"lemma_""cross-section"""	41302
"form_""imperfections"""	41303
"lemma_""imperfection"""	41304
"form_""coefficient"""	41305
"form_""angular"""	41306
"lemma_""angular"""	41307
"form_""Explicit"""	41308
"form_""relying"""	41309
"form_""diameters"""	41310
"lemma_""F.R."""	41311
"form_""hexagonal"""	41312
"lemma_""hexagonal"""	41313
"form_""0.906"""	41314
"lemma_""0.906"""	41315
"form_""circumscribed"""	41316
"lemma_""circumscribe"""	41317
"form_""hexagon"""	41318
"lemma_""hexagon"""	41319
"form_""cladding"""	41320
"lemma_""cladding"""	41321
"form_""yt"""	41322
"lemma_""yt"""	41323
"form_""mica"""	41324
"lemma_""mica"""	41325
"form_""Neglecting"""	41326
"form_""0.25"""	41327
"lemma_""0.25"""	41328
"form_""0.043"""	41329
"lemma_""0.043"""	41330
"form_""Gain"""	41331
"form_""Including"""	41332
"form_""demagnification"""	41333
"lemma_""demagnification"""	41334
"form_""maximizes"""	41335
"form_""emulsion"""	41336
"lemma_""emulsion"""	41337
"form_""integrals"""	41338
"form_""photocathodes"""	41339
"form_""N.L."""	41340
"lemma_""N.L."""	41341
"form_""H.W."""	41342
"lemma_""H.W."""	41343
"form_""Babcock"""	41344
"lemma_""Babcock"""	41345
"form_""minifying"""	41346
"lemma_""minify"""	41347
"form_""magnifying"""	41348
"form_""reduces"""	41349
"lemma_""Eq."""	41350
"form_""fluorescent"""	41351
"lemma_""fluorescent"""	41352
"form_""JEDEC"""	41353
"lemma_""JEDEC"""	41354
"form_""blowup"""	41355
"lemma_""blowup"""	41356
"form_""crossover"""	41357
"lemma_""crossover"""	41358
"form_""voltages"""	41359
"form_""Electrostatic"""	41360
"lemma_""Electrostatic"""	41361
"form_""symmetric"""	41362
"lemma_""symmetric"""	41363
"form_""electronography"""	41364
"lemma_""electronography"""	41365
"form_""millimeter"""	41366
"lemma_""millimeter"""	41367
"form_""decreasing"""	41368
"form_""porosity"""	41369
"lemma_""porosity"""	41370
"form_""cathodophoretic"""	41371
"lemma_""cathodophoretic"""	41372
"form_""deposition"""	41373
"lemma_""deposition"""	41374
"form_""scatter"""	41375
"form_""photoluminescence"""	41376
"lemma_""photoluminescence"""	41377
"form_""Bremsstrahlung"""	41378
"lemma_""bremsstrahlung"""	41379
"form_""KV"""	41380
"lemma_""KV"""	41381
"form_""Critically"""	41382
"form_""radioactivity"""	41383
"lemma_""radioactivity"""	41384
"form_""materialistic"""	41385
"lemma_""materialistic"""	41386
"form_""Disaffiliation"""	41387
"lemma_""disaffiliation"""	41388
"form_""Epigraph"""	41389
"lemma_""Epigraph"""	41390
"form_""disaffiliate"""	41391
"lemma_""disaffiliate"""	41392
"form_""pillars"""	41393
"lemma_""pillar"""	41394
"form_""Hercules"""	41395
"lemma_""Hercules"""	41396
"form_""Titans"""	41397
"lemma_""Titan"""	41398
"form_""Dante"""	41399
"lemma_""Dante"""	41400
"form_""delinquents"""	41401
"form_""saxophonist"""	41402
"lemma_""saxophonist"""	41403
"form_""conflagration"""	41404
"lemma_""conflagration"""	41405
"form_""Bird"""	41406
"lemma_""Bird"""	41407
"form_""Jimbo's"""	41408
"lemma_""Jimbo'"""	41409
"form_""pretentious"""	41410
"lemma_""pretentious"""	41411
"form_""fluent"""	41412
"lemma_""fluent"""	41413
"form_""spiraled"""	41414
"form_""rationality"""	41415
"lemma_""rationality"""	41416
"form_""terrifying"""	41417
"lemma_""terrifying"""	41418
"form_""inertia"""	41419
"lemma_""inertia"""	41420
"form_""inanimate"""	41421
"lemma_""inanimate"""	41422
"form_""torrent"""	41423
"lemma_""torrent"""	41424
"lemma_""entranced"""	41425
"form_""silken"""	41426
"lemma_""silken"""	41427
"form_""frightful"""	41428
"lemma_""frightful"""	41429
"form_""catastrophic"""	41430
"lemma_""catastrophic"""	41431
"form_""imperishable"""	41432
"lemma_""imperishable"""	41433
"form_""lucid"""	41434
"lemma_""lucid"""	41435
"form_""Augustan"""	41436
"lemma_""Augustan"""	41437
"form_""partook"""	41438
"lemma_""partake"""	41439
"form_""ovens"""	41440
"form_""guise"""	41441
"form_""demonstrable"""	41442
"lemma_""demonstrable"""	41443
"form_""conclusively"""	41444
"lemma_""conclusively"""	41445
"form_""innovators"""	41446
"lemma_""innovator"""	41447
"form_""regression"""	41448
"lemma_""regression"""	41449
"form_""originality"""	41450
"lemma_""originality"""	41451
"form_""ingenuity"""	41452
"lemma_""ingenuity"""	41453
"form_""Reverdy"""	41454
"lemma_""Reverdy"""	41455
"form_""Apollinaire"""	41456
"lemma_""Apollinaire"""	41457
"form_""bop"""	41458
"lemma_""bop"""	41459
"form_""vastly"""	41460
"form_""overrated"""	41461
"lemma_""overrate"""	41462
"form_""ignoramus"""	41463
"lemma_""ignoramus"""	41464
"form_""jitterbug"""	41465
"lemma_""jitterbug"""	41466
"form_""aficionado"""	41467
"lemma_""aficionado"""	41468
"form_""tonal"""	41469
"lemma_""tonal"""	41470
"form_""Dixieland"""	41471
"lemma_""Dixieland"""	41472
"form_""symphonies"""	41473
"form_""Gillespie"""	41474
"lemma_""Gillespie"""	41475
"form_""Monk"""	41476
"lemma_""Monk"""	41477
"form_""Roach"""	41478
"lemma_""Roach"""	41479
"form_""Tristano"""	41480
"lemma_""Tristano"""	41481
"form_""anomaly"""	41482
"lemma_""anomaly"""	41483
"form_""ornamentation"""	41484
"lemma_""ornamentation"""	41485
"form_""pulsations"""	41486
"form_""strophe"""	41487
"lemma_""strophe"""	41488
"form_""rococo"""	41489
"lemma_""rococo"""	41490
"form_""Bach"""	41491
"lemma_""Bach"""	41492
"form_""Mozart"""	41493
"lemma_""Mozart"""	41494
"form_""syntactical"""	41495
"lemma_""syntactical"""	41496
"form_""Rimbaud"""	41497
"lemma_""Rimbaud"""	41498
"form_""Edith"""	41499
"lemma_""Edith"""	41500
"form_""ornaments"""	41501
"lemma_""ornament"""	41502
"form_""conceits"""	41503
"lemma_""conceit"""	41504
"form_""fascinate"""	41505
"form_""backwater"""	41506
"lemma_""backwater"""	41507
"form_""embroideries"""	41508
"lemma_""embroidery"""	41509
"form_""ellipses"""	41510
"lemma_""ellipse"""	41511
"form_""reiterated"""	41512
"form_""musically"""	41513
"form_""sinuous"""	41514
"lemma_""sinuous"""	41515
"form_""transcendence"""	41516
"lemma_""transcendence"""	41517
"form_""Emotionally"""	41518
"form_""Berlioz"""	41519
"lemma_""Berlioz"""	41520
"form_""impassive"""	41521
"lemma_""impassive"""	41522
"form_""Persian"""	41523
"lemma_""Persian"""	41524
"form_""aboutiveness"""	41525
"lemma_""aboutiveness"""	41526
"form_""obtrudes"""	41527
"lemma_""obtrude"""	41528
"form_""Technique"""	41529
"form_""rendition"""	41530
"form_""saxophone"""	41531
"lemma_""saxophone"""	41532
"form_""woodwind"""	41533
"lemma_""woodwind"""	41534
"form_""embouchure"""	41535
"lemma_""embouchure"""	41536
"form_""Metrically"""	41537
"lemma_""metrically"""	41538
"form_""enrage"""	41539
"lemma_""enrage"""	41540
"form_""Crane"""	41541
"lemma_""Crane"""	41542
"form_""Ornament"""	41543
"form_""confabulation"""	41544
"lemma_""confabulation"""	41545
"form_""interstices"""	41546
"lemma_""interstice"""	41547
"form_""confabulations"""	41548
"form_""Confabulation"""	41549
"form_""Uninhibited"""	41550
"lemma_""Uninhibited"""	41551
"form_""lyricism"""	41552
"lemma_""lyricism"""	41553
"form_""extraneous"""	41554
"lemma_""extraneous"""	41555
"form_""corn-belt"""	41556
"lemma_""corn-belt"""	41557
"form_""metaphysicals"""	41558
"form_""Tate"""	41559
"lemma_""Tate"""	41560
"form_""Valery"""	41561
"lemma_""Valery"""	41562
"form_""felicities"""	41563
"form_""Eluard"""	41564
"lemma_""Eluard"""	41565
"form_""disciple"""	41566
"form_""extinct"""	41567
"lemma_""extinct"""	41568
"form_""Apocalypse"""	41569
"lemma_""Apocalypse"""	41570
"form_""Treece"""	41571
"lemma_""Treece"""	41572
"form_""Hendry"""	41573
"lemma_""Hendry"""	41574
"form_""ebb"""	41575
"lemma_""ebb"""	41576
"form_""fathers"""	41577
"form_""aberrant"""	41578
"lemma_""aberrant"""	41579
"form_""idiosyncratic"""	41580
"lemma_""idiosyncratic"""	41581
"form_""Baudelaire"""	41582
"lemma_""Baudelaire"""	41583
"form_""Hawthorne"""	41584
"lemma_""Hawthorne"""	41585
"form_""Gertrude"""	41586
"lemma_""Gertrude"""	41587
"form_""cubist"""	41588
"form_""surrealists"""	41589
"lemma_""surrealist"""	41590
"form_""Andre"""	41591
"lemma_""Andre"""	41592
"form_""Breton"""	41593
"lemma_""Breton"""	41594
"form_""Continuity"""	41595
"lemma_""Continuity"""	41596
"form_""exits"""	41597
"form_""neo"""	41598
"lemma_""neo"""	41599
"form_""Surrealists"""	41600
"form_""Max"""	41601
"lemma_""Max"""	41602
"form_""tossing"""	41603
"form_""bits"""	41604
"form_""deluded"""	41605
"form_""expressionists"""	41606
"lemma_""expressionist"""	41607
"form_""apostles"""	41608
"lemma_""apostle"""	41609
"form_""spontaneity"""	41610
"lemma_""spontaneity"""	41611
"form_""impoverished"""	41612
"lemma_""impoverished"""	41613
"form_""incidentals"""	41614
"form_""Rothko"""	41615
"lemma_""Rothko"""	41616
"form_""Clyfford"""	41617
"lemma_""Clyfford"""	41618
"form_""Motherwell"""	41619
"lemma_""Motherwell"""	41620
"form_""Willem"""	41621
"lemma_""Willem"""	41622
"form_""De-Kooning"""	41623
"lemma_""De-Kooning"""	41624
"form_""shimmer"""	41625
"lemma_""shimmer"""	41626
"form_""McFee"""	41627
"lemma_""McFee"""	41628
"form_""splashes"""	41629
"form_""fake"""	41630
"lemma_""fake"""	41631
"form_""drapery"""	41632
"form_""Hals"""	41633
"lemma_""Hals"""	41634
"form_""calligraphy"""	41635
"lemma_""calligraphy"""	41636
"form_""painteresque"""	41637
"lemma_""painteresque"""	41638
"form_""Sesshu"""	41639
"lemma_""Sesshu"""	41640
"form_""decorative"""	41641
"lemma_""decorative"""	41642
"form_""Tiepolo"""	41643
"lemma_""Tiepolo"""	41644
"form_""confabulated"""	41645
"lemma_""confabulate"""	41646
"form_""bijouterie"""	41647
"lemma_""bijouterie"""	41648
"form_""wallpaper"""	41649
"lemma_""wallpaper"""	41650
"form_""Ashikaga"""	41651
"lemma_""Ashikaga"""	41652
"form_""wallpapers"""	41653
"form_""Resuming"""	41654
"lemma_""midmorning"""	41655
"form_""unilaterally"""	41656
"lemma_""unilaterally"""	41657
"form_""abandoning"""	41658
"form_""unpopular"""	41659
"lemma_""unpopular"""	41660
"form_""domestically"""	41661
"lemma_""domestically"""	41662
"form_""dangerously"""	41663
"lemma_""dangerously"""	41664
"form_""contaminated"""	41665
"lemma_""contaminate"""	41666
"form_""sane"""	41667
"form_""contamination"""	41668
"lemma_""contamination"""	41669
"form_""cessation"""	41670
"lemma_""cessation"""	41671
"form_""cogently"""	41672
"lemma_""cogently"""	41673
"form_""sufficiency"""	41674
"lemma_""sufficiency"""	41675
"form_""confidently"""	41676
"lemma_""confidently"""	41677
"form_""militarily"""	41678
"lemma_""militarily"""	41679
"form_""brutalized"""	41680
"lemma_""brutalize"""	41681
"form_""deceiving"""	41682
"form_""resume"""	41683
"form_""evaded"""	41684
"lemma_""evade"""	41685
"form_""glossed"""	41686
"lemma_""gloss"""	41687
"form_""Ecumenical"""	41688
"lemma_""Ecumenical"""	41689
"form_""Holiness"""	41690
"lemma_""Holiness"""	41691
"form_""ecumenicists"""	41692
"lemma_""ecumenicist"""	41693
"form_""Christendom"""	41694
"lemma_""Christendom"""	41695
"form_""purification"""	41696
"lemma_""purification"""	41697
"form_""Pontiff"""	41698
"lemma_""Pontiff"""	41699
"form_""revivified"""	41700
"lemma_""revivified"""	41701
"form_""Catholicism"""	41702
"lemma_""Catholicism"""	41703
"form_""Equally"""	41704
"form_""Secondly"""	41705
"form_""Unity"""	41706
"lemma_""Unity"""	41707
"form_""designation"""	41708
"lemma_""designation"""	41709
"form_""reverses"""	41710
"form_""Vatican"""	41711
"lemma_""Vatican"""	41712
"form_""Cicognani"""	41713
"lemma_""Cicognani"""	41714
"form_""Archbishop"""	41715
"lemma_""archbishop"""	41716
"form_""Canterbury"""	41717
"lemma_""Canterbury"""	41718
"form_""Augustin"""	41719
"lemma_""Augustin"""	41720
"form_""Secretariate"""	41721
"lemma_""Secretariate"""	41722
"form_""pervades"""	41723
"lemma_""pervade"""	41724
"form_""discouragement"""	41725
"lemma_""discouragement"""	41726
"form_""omnipotence"""	41727
"lemma_""omnipotence"""	41728
"form_""Divine"""	41729
"lemma_""Divine"""	41730
"form_""6.9"""	41731
"lemma_""6.9"""	41732
"form_""unbalanced"""	41733
"lemma_""unbalanced"""	41734
"form_""intends"""	41735
"form_""economize"""	41736
"form_""extravagant"""	41737
"lemma_""extravagant"""	41738
"form_""penny"""	41739
"form_""Eisenhhower"""	41740
"lemma_""Eisenhhower"""	41741
"form_""Anti-recession"""	41742
"lemma_""anti-recession"""	41743
"form_""mollify"""	41744
"lemma_""mollify"""	41745
"form_""intransigents"""	41746
"lemma_""intransigent"""	41747
"form_""apologies"""	41748
"form_""tightening"""	41749
"lemma_""tightening"""	41750
"lemma_""economizing"""	41751
"form_""discussant"""	41752
"lemma_""discussant"""	41753
"form_""dais"""	41754
"lemma_""dai"""	41755
"form_""Sessions"""	41756
"form_""Policy"""	41757
"lemma_""Policy"""	41758
"form_""Trends"""	41759
"lemma_""Trend"""	41760
"form_""Moral"""	41761
"form_""Principle"""	41762
"lemma_""Principle"""	41763
"form_""Judgment"""	41764
"form_""livelier"""	41765
"form_""non-Catholic"""	41766
"lemma_""non-Catholic"""	41767
"form_""O'Brien"""	41768
"lemma_""O'Brien"""	41769
"form_""Aristotelean"""	41770
"lemma_""Aristotelean"""	41771
"form_""Thomistic"""	41772
"lemma_""Thomistic"""	41773
"form_""reassert"""	41774
"form_""Lebanese"""	41775
"lemma_""Lebanese"""	41776
"form_""Moslem"""	41777
"lemma_""Moslem"""	41778
"form_""C.A.I.P."""	41779
"lemma_""C.A.I.P."""	41780
"form_""generality"""	41781
"lemma_""generality"""	41782
"form_""confrontation"""	41783
"lemma_""confrontation"""	41784
"form_""undeniable"""	41785
"lemma_""undeniable"""	41786
"form_""tiniest"""	41787
"form_""advisability"""	41788
"lemma_""advisability"""	41789
"form_""wool"""	41790
"lemma_""wool"""	41791
"form_""classics"""	41792
"form_""stymied"""	41793
"lemma_""stymy"""	41794
"form_""undercurrent"""	41795
"lemma_""undercurrent"""	41796
"form_""incest"""	41797
"lemma_""incest"""	41798
"form_""Vieux"""	41799
"lemma_""Vieux"""	41800
"form_""Carre"""	41801
"lemma_""Carre"""	41802
"form_""courtyard"""	41803
"lemma_""courtyard"""	41804
"form_""everlastingly"""	41805
"lemma_""everlastingly"""	41806
"form_""colony"""	41807
"form_""Mardi"""	41808
"lemma_""Mardi"""	41809
"form_""Gras"""	41810
"lemma_""Gras"""	41811
"form_""masks"""	41812
"form_""adventuring"""	41813
"form_""oozed"""	41814
"form_""contour"""	41815
"form_""sexy"""	41816
"lemma_""sexy"""	41817
"form_""bodied"""	41818
"lemma_""bodied"""	41819
"form_""tantalizing"""	41820
"lemma_""tantalizing"""	41821
"form_""averted"""	41822
"form_""suffuse"""	41823
"lemma_""suffuse"""	41824
"form_""silhouetted"""	41825
"lemma_""silhouett"""	41826
"form_""clicks"""	41827
"form_""circumspectly"""	41828
"lemma_""circumspectly"""	41829
"form_""surreptitious"""	41830
"lemma_""surreptitious"""	41831
"form_""unuttered"""	41832
"lemma_""unuttered"""	41833
"form_""appreciates"""	41834
"form_""fixations"""	41835
"lemma_""fixation"""	41836
"lemma_""sparring"""	41837
"form_""indisposed"""	41838
"lemma_""indispose"""	41839
"form_""indisposition"""	41840
"lemma_""indisposition"""	41841
"form_""suffused"""	41842
"form_""cavernous"""	41843
"lemma_""cavernous"""	41844
"form_""cluttered"""	41845
"lemma_""clutter"""	41846
"form_""outspread"""	41847
"lemma_""outspread"""	41848
"form_""humid"""	41849
"lemma_""humid"""	41850
"form_""opportune"""	41851
"lemma_""opportune"""	41852
"form_""horsehair"""	41853
"lemma_""horsehair"""	41854
"form_""napped"""	41855
"form_""encircled"""	41856
"lemma_""encircle"""	41857
"form_""crush"""	41858
"form_""murmur"""	41859
"lemma_""murmur"""	41860
"form_""invaluable"""	41861
"lemma_""invaluable"""	41862
"form_""protesting"""	41863
"form_""suspecting"""	41864
"form_""incredulously"""	41865
"lemma_""incredulously"""	41866
"form_""15th"""	41867
"lemma_""15th"""	41868
"form_""corkers"""	41869
"lemma_""corker"""	41870
"form_""roam"""	41871
"form_""Ponchartrain"""	41872
"lemma_""Ponchartrain"""	41873
"form_""recovered"""	41874
"form_""appraisingly"""	41875
"lemma_""appraisingly"""	41876
"form_""Shortly"""	41877
"form_""jalopy"""	41878
"lemma_""jalopy"""	41879
"form_""parasol"""	41880
"lemma_""parasol"""	41881
"form_""Faith"""	41882
"lemma_""Faith"""	41883
"form_""incipience"""	41884
"lemma_""incipience"""	41885
"form_""1850"""	41886
"form_""evangelical"""	41887
"lemma_""evangelical"""	41888
"form_""Romantic"""	41889
"lemma_""Romantic"""	41890
"form_""concludes"""	41891
"form_""millenarianism"""	41892
"lemma_""millenarianism"""	41893
"form_""affirmed"""	41894
"form_""supernaturalism"""	41895
"lemma_""supernaturalism"""	41896
"form_""naturalism"""	41897
"lemma_""naturalism"""	41898
"form_""humanism"""	41899
"lemma_""humanism"""	41900
"form_""utopianism"""	41901
"lemma_""utopianism"""	41902
"form_""Follows"""	41903
"form_""Progressivism"""	41904
"lemma_""Progressivism"""	41905
"form_""scrapped"""	41906
"form_""reposed"""	41907
"form_""Humanity"""	41908
"lemma_""Humanity"""	41909
"form_""charisma"""	41910
"lemma_""charisma"""	41911
"form_""Woodrow"""	41912
"lemma_""Woodrow"""	41913
"form_""individualism"""	41914
"lemma_""individualism"""	41915
"form_""Amendment"""	41916
"form_""Jacksonian"""	41917
"lemma_""Jacksonian"""	41918
"form_""Egalitarianism"""	41919
"lemma_""Egalitarianism"""	41920
"form_""Popularism"""	41921
"lemma_""Popularism"""	41922
"form_""onrush"""	41923
"lemma_""onrush"""	41924
"form_""industrialism"""	41925
"lemma_""industrialism"""	41926
"form_""Depression"""	41927
"lemma_""Depression"""	41928
"form_""Materialism"""	41929
"lemma_""Materialism"""	41930
"form_""Fink"""	41931
"lemma_""Fink"""	41932
"form_""Gatsby"""	41933
"lemma_""Gatsby"""	41934
"form_""physiognomy"""	41935
"lemma_""physiognomy"""	41936
"form_""Locke"""	41937
"lemma_""Locke"""	41938
"form_""fathered"""	41939
"form_""Declaration"""	41940
"lemma_""Declaration"""	41941
"form_""Commune"""	41942
"lemma_""Commune"""	41943
"form_""Percy"""	41944
"lemma_""Percy"""	41945
"form_""Newcastle"""	41946
"lemma_""Newcastle"""	41947
"form_""Heresy"""	41948
"lemma_""Heresy"""	41949
"form_""Democracy"""	41950
"lemma_""Democracy"""	41951
"form_""Rousseauan"""	41952
"lemma_""Rousseauan"""	41953
"form_""proletariat"""	41954
"lemma_""proletariat"""	41955
"form_""doctrinaire"""	41956
"lemma_""doctrinaire"""	41957
"form_""Marxist"""	41958
"lemma_""Marxist"""	41959
"form_""classless"""	41960
"lemma_""classless"""	41961
"form_""ussr"""	41962
"lemma_""ussr"""	41963
"form_""exemplar"""	41964
"lemma_""exemplar"""	41965
"form_""spiritually"""	41966
"lemma_""spiritually"""	41967
"form_""rationalize"""	41968
"lemma_""rationalize"""	41969
"form_""undeclared"""	41970
"lemma_""undeclared"""	41971
"form_""ally"""	41972
"form_""Deal"""	41973
"form_""reluctantly"""	41974
"lemma_""reluctantly"""	41975
"form_""manifested"""	41976
"form_""Containment"""	41977
"form_""bitterest"""	41978
"lemma_""bitterest"""	41979
"form_""distaste"""	41980
"lemma_""distaste"""	41981
"form_""atom"""	41982
"form_""G.O.P."""	41983
"lemma_""G.O.P."""	41984
"form_""campaigned"""	41985
"form_""Lubell"""	41986
"lemma_""Lubell"""	41987
"form_""phrased"""	41988
"form_""moderates"""	41989
"form_""primed"""	41990
"form_""revelation"""	41991
"form_""assiduity"""	41992
"lemma_""assiduity"""	41993
"form_""fateful"""	41994
"lemma_""fateful"""	41995
"form_""summation"""	41996
"lemma_""summation"""	41997
"form_""Eisenhower's"""	41998
"lemma_""Eisenhower's"""	41999
"form_""ordeal"""	42000
"lemma_""ordeal"""	42001
"form_""conservatism"""	42002
"lemma_""conservatism"""	42003
"form_""clamorous"""	42004
"lemma_""clamorous"""	42005
"form_""nascent"""	42006
"lemma_""nascent"""	42007
"form_""assailing"""	42008
"form_""publisher"""	42009
"form_""Review"""	42010
"lemma_""Review"""	42011
"form_""gyrations"""	42012
"form_""redefinition"""	42013
"lemma_""redefinition"""	42014
"form_""predict"""	42015
"form_""dissatisfied"""	42016
"lemma_""dissatisfied"""	42017
"form_""preferment"""	42018
"lemma_""preferment"""	42019
"form_""diagnose"""	42020
"lemma_""diagnose"""	42021
"form_""columnists"""	42022
"lemma_""columnist"""	42023
"form_""broadcasting"""	42024
"lemma_""broadcasting"""	42025
"form_""evangelist"""	42026
"lemma_""evangelist"""	42027
"form_""ex-liberals"""	42028
"lemma_""ex-liberal"""	42029
"form_""refrain"""	42030
"lemma_""refrain"""	42031
"form_""individualistic"""	42032
"lemma_""individualistic"""	42033
"form_""forefathers"""	42034
"lemma_""forefather"""	42035
"form_""outlived"""	42036
"lemma_""outlive"""	42037
"form_""incantation"""	42038
"lemma_""incantation"""	42039
"form_""shibboleth"""	42040
"form_""conspicuously"""	42041
"lemma_""conspicuously"""	42042
"form_""Goals"""	42043
"lemma_""Goal"""	42044
"form_""preface"""	42045
"lemma_""preface"""	42046
"form_""invoke"""	42047
"form_""secularist"""	42048
"form_""testaments"""	42049
"form_""symptom"""	42050
"form_""panoramic"""	42051
"lemma_""panoramic"""	42052
"form_""tsunami"""	42053
"lemma_""tsunami"""	42054
"form_""earthquake"""	42055
"form_""volcanic"""	42056
"lemma_""volcanic"""	42057
"form_""Krakatoa"""	42058
"lemma_""Krakatoa"""	42059
"form_""1883"""	42060
"lemma_""1883"""	42061
"form_""coasts"""	42062
"form_""Java"""	42063
"lemma_""Java"""	42064
"form_""Sumatra"""	42065
"lemma_""Sumatra"""	42066
"form_""inundations"""	42067
"lemma_""inundation"""	42068
"lemma_""lost"""	42069
"form_""skeptics"""	42070
"form_""tremendously"""	42071
"lemma_""tremendously"""	42072
"form_""geologists"""	42073
"lemma_""geologist"""	42074
"form_""archaeologists"""	42075
"lemma_""archaeologist"""	42076
"form_""Biblical"""	42077
"lemma_""Biblical"""	42078
